Id,age,gender,ind-debateclub,ind-degree,ind-entrepeneur_exp,ind-exact_study,ind-international_exp,ind-languages,ind-previous_exp,ind-programming_exp,ind-testresult,ind-university_grade,nationality,sport,decision
x3106a,32,male,False,phd,False,True,True,1,2,False,29,69,German,Cricket,True
x8117b,28,male,True,bachelor,True,False,False,3,2,False,34,64,German,Swimming,False
x6968b,28,female,False,master,False,True,False,1,2,True,33,70,Dutch,Swimming,True
x5788e,32,female,False,master,False,False,True,0,2,False,33,58,Dutch,Golf,False
x3788f,28,male,False,master,False,False,False,2,2,False,7,57,Dutch,Football,True
x4804b,22,female,True,bachelor,False,True,False,2,2,True,30,61,Dutch,Cricket,False
x3641e,27,male,False,master,False,False,True,1,2,False,27,61,Dutch,Rugby,True
x1558g,22,male,False,master,False,True,True,1,2,False,34,65,Dutch,Tennis,False
x5427a,30,male,False,master,False,True,False,2,2,True,35,66,Dutch,Golf,False
x2809b,25,male,False,master,False,True,False,0,2,True,28,65,Belgian,Chess,False
x3764f,26,male,False,bachelor,False,False,False,1,2,False,23,54,Dutch,Cricket,False
x4644a,22,male,False,bachelor,False,True,False,1,2,True,29,60,Dutch,Tennis,False
x1895f,25,male,False,bachelor,False,False,False,1,2,False,25,60,Dutch,Tennis,False
x2533d,22,female,False,master,False,True,True,2,2,False,39,70,German,Swimming,True
x9573b,25,male,True,master,False,True,False,2,2,True,33,71,Dutch,Cricket,False
x2702d,28,female,False,master,False,False,True,0,2,False,15,60,Dutch,Swimming,False
x2846d,28,female,False,master,False,True,False,1,2,True,31,67,Dutch,Swimming,False
x3161d,28,male,False,bachelor,True,True,False,1,2,True,28,67,Dutch,Football,False
x2245a,27,female,False,master,False,True,True,1,2,False,24,66,Dutch,Chess,True
x2454f,25,other,False,bachelor,False,False,False,1,2,False,18,50,Dutch,Football,False
x9977a,28,male,True,master,True,False,False,2,2,False,27,53,German,Tennis,True
x4414f,26,male,False,bachelor,False,False,False,0,2,False,34,56,Dutch,Chess,False
x4632g,26,male,False,master,True,False,True,3,2,False,30,58,Dutch,Swimming,True
x5569b,27,female,False,bachelor,True,False,False,2,2,False,24,56,German,Tennis,False
x4531g,27,male,True,bachelor,False,False,False,2,2,False,30,56,Dutch,Rugby,False
x2946f,25,other,True,bachelor,False,True,False,2,2,False,30,66,Dutch,Rugby,True
x2865d,29,male,True,bachelor,False,False,False,2,2,False,22,52,Dutch,Football,False
x5391b,31,female,False,master,False,True,True,1,2,False,27,67,German,Rugby,True
x6688g,22,female,False,bachelor,False,False,True,1,2,False,12,63,Dutch,Chess,False
x4775d,26,female,False,bachelor,False,True,False,0,2,False,27,59,Dutch,Swimming,False
x7848a,27,female,False,bachelor,True,False,False,2,2,False,31,62,Dutch,Football,False
x1385f,25,female,False,bachelor,False,True,False,1,2,True,33,68,Dutch,Swimming,False
x4096f,26,male,True,master,True,False,False,3,2,False,26,57,Dutch,Rugby,False
x2155g,29,male,True,bachelor,True,False,False,3,2,False,24,59,German,Football,False
x7107e,28,female,False,bachelor,False,False,False,1,2,False,34,63,Dutch,Running,False
x4977e,24,female,False,bachelor,False,False,False,2,2,False,23,61,Dutch,Rugby,False
x2466c,27,male,False,master,False,False,True,1,2,False,31,56,Dutch,Golf,False
x1741c,27,male,False,phd,False,False,True,0,2,False,32,56,Dutch,Rugby,True
x1983a,28,female,False,master,False,True,True,1,2,True,30,69,Dutch,Football,True
x6091d,28,female,False,bachelor,False,False,False,2,2,False,18,52,Dutch,Rugby,False
x9179f,28,female,True,master,False,False,False,2,2,False,26,58,Dutch,Tennis,True
x1477e,30,male,True,bachelor,False,False,False,2,2,False,32,56,Dutch,Rugby,False
x9266b,24,male,False,bachelor,False,False,False,1,2,False,33,61,Dutch,Football,False
x8602b,24,female,False,bachelor,False,False,False,1,2,True,35,62,Dutch,Chess,False
x5223f,27,male,True,bachelor,False,False,False,2,2,False,33,61,Dutch,Cricket,False
x2802d,26,female,False,master,False,True,False,1,2,True,29,71,Dutch,Swimming,False
x7525e,27,female,True,master,True,False,False,2,2,False,23,51,Dutch,Rugby,False
x3140g,22,male,False,bachelor,True,True,False,2,2,False,26,61,Dutch,Football,False
x2153c,26,female,False,master,False,True,False,1,2,False,38,63,Belgian,Tennis,False
x3400b,26,female,False,bachelor,False,False,False,1,2,False,22,57,Dutch,Tennis,False
x2732a,25,male,False,master,False,False,False,2,2,False,33,58,Dutch,Rugby,True
x5582e,30,male,True,master,True,False,True,2,2,False,34,61,Dutch,Football,True
x9122e,27,male,True,bachelor,True,False,False,3,2,False,40,62,German,Rugby,False
x2383d,31,female,False,master,False,False,True,0,2,False,24,54,German,Rugby,False
x6422a,28,male,True,bachelor,False,True,False,2,2,False,35,64,Dutch,Rugby,False
x7776g,28,male,False,bachelor,False,False,False,1,2,False,40,59,Dutch,Cricket,False
x6922g,21,female,False,master,False,True,True,0,2,True,32,72,Dutch,Chess,False
x3952f,21,male,True,bachelor,False,False,False,2,2,False,22,61,Dutch,Tennis,True
x3053f,22,female,False,phd,False,True,False,1,2,True,28,76,Dutch,Swimming,False
x5516e,26,male,False,phd,True,False,True,2,2,False,36,65,Belgian,Cricket,True
x7840e,25,male,True,bachelor,False,False,False,2,2,False,20,59,Dutch,Rugby,False
x6869g,23,male,False,bachelor,False,True,False,1,2,True,33,70,Dutch,Swimming,False
x7406c,28,male,True,bachelor,False,False,False,2,2,False,26,49,Belgian,Rugby,False
x4293e,28,female,False,phd,False,False,True,1,1,False,33,65,Dutch,Golf,True
x8138a,22,female,False,master,False,True,False,1,1,True,37,70,Dutch,Football,True
x8454a,26,male,False,bachelor,False,False,False,2,1,False,30,59,Dutch,Tennis,False
x9679f,23,male,False,master,True,True,False,2,1,True,40,69,Dutch,Tennis,True
x8821g,21,female,False,bachelor,True,False,False,2,1,False,28,66,Dutch,Football,True
x8626f,25,female,False,master,False,True,False,0,1,True,30,68,Dutch,Swimming,False
x2861d,31,male,False,master,False,True,False,2,1,True,29,67,Dutch,Football,True
x1910d,24,male,False,bachelor,True,False,False,2,1,False,30,52,Dutch,Football,False
x8751e,23,male,False,bachelor,False,True,False,2,1,False,36,64,Dutch,Golf,False
x3409e,30,male,False,master,False,False,False,0,1,False,31,58,Dutch,Swimming,False
x5157g,22,female,False,master,False,True,False,2,1,True,41,72,Dutch,Chess,True
x5445e,29,male,True,master,True,False,False,2,1,False,22,57,Dutch,Rugby,False
x7548f,25,male,True,bachelor,False,True,False,2,1,True,40,64,Dutch,Running,False
x2884f,32,female,False,master,False,False,False,0,1,False,36,57,Dutch,Rugby,False
x9423f,23,other,False,master,False,True,False,1,1,True,37,67,Dutch,Chess,True
x6553c,27,female,False,master,False,True,True,0,1,False,39,62,Dutch,Golf,False
x3905d,28,male,True,master,True,False,False,3,1,False,22,62,Dutch,Rugby,False
x8257a,23,female,False,bachelor,False,True,False,2,1,False,29,64,Dutch,Cricket,False
x9202e,21,female,False,bachelor,True,False,False,2,1,False,26,60,Belgian,Cricket,False
x9461e,30,male,False,master,False,True,False,1,1,False,37,67,Dutch,Rugby,True
x3184d,30,male,False,bachelor,True,False,False,2,1,False,20,52,Dutch,Football,False
x2170g,26,female,False,bachelor,False,True,False,1,1,False,34,61,Dutch,Swimming,False
x6959d,26,male,False,master,False,True,True,2,1,False,40,67,Dutch,Golf,True
x1393a,25,female,False,master,False,True,False,0,1,False,35,64,Belgian,Chess,False
x5228a,26,male,False,master,False,True,False,1,1,True,35,68,Belgian,Running,True
x3781d,29,female,False,master,False,True,False,1,1,True,27,64,Dutch,Football,False
x4655e,26,male,True,master,True,False,False,3,1,False,24,58,German,Rugby,False
x3976a,21,female,False,bachelor,False,True,False,1,1,False,36,61,Dutch,Swimming,False
x4044d,27,female,False,bachelor,False,False,True,1,1,False,44,62,Dutch,Swimming,False
x4955d,28,female,False,bachelor,False,True,False,0,1,True,31,63,Dutch,Swimming,False
x4360d,32,male,False,master,False,False,False,1,1,True,31,67,Belgian,Swimming,True
x6403b,25,male,True,master,True,True,False,2,1,True,27,76,Dutch,Swimming,True
x6083b,24,male,True,phd,True,False,False,2,1,False,25,62,Dutch,Rugby,False
x9155e,30,male,True,master,True,False,False,3,1,False,38,58,Dutch,Football,False
x2305d,26,female,False,bachelor,False,True,False,1,1,True,28,70,Dutch,Football,True
x9241g,23,male,True,bachelor,False,True,False,2,1,False,31,62,Dutch,Cricket,False
x4888f,28,female,False,master,False,True,False,2,1,False,40,70,Dutch,Chess,True
x1089c,25,male,False,master,False,False,False,2,1,False,18,50,Dutch,Football,False
x8610a,21,female,False,master,False,True,False,1,1,True,33,66,Dutch,Chess,True
x6365f,23,female,False,bachelor,False,True,False,0,1,False,33,57,Dutch,Chess,False
x3629f,32,male,False,master,False,False,False,0,1,False,30,60,Dutch,Swimming,False
x9956b,26,male,True,bachelor,True,False,False,2,1,False,43,59,Dutch,Football,False
x4190f,27,male,True,master,True,False,True,3,1,False,20,58,Belgian,Swimming,False
x1133c,26,male,True,bachelor,False,True,False,2,1,False,38,66,Dutch,Tennis,False
x9806c,26,female,False,master,False,True,False,1,1,False,32,67,Dutch,Swimming,True
x5281a,27,male,False,master,False,False,False,2,1,False,34,61,Belgian,Football,False
x7783f,28,female,True,master,True,False,True,2,1,False,29,54,Dutch,Rugby,False
x2190e,26,male,False,bachelor,False,False,False,1,1,False,18,45,Dutch,Rugby,False
x5898e,32,male,False,phd,False,False,True,1,1,False,29,57,Dutch,Football,False
x7518c,24,male,True,master,False,False,False,2,1,False,20,60,Dutch,Rugby,False
x1465f,23,male,False,bachelor,False,True,False,1,1,True,35,64,German,Golf,False
x6814c,27,female,False,bachelor,False,True,False,2,1,True,32,63,Dutch,Tennis,False
x9688b,29,female,False,master,False,False,True,1,1,False,32,58,Belgian,Cricket,False
x8537d,32,male,False,bachelor,False,False,False,0,1,False,32,55,Dutch,Rugby,False
x7274c,29,male,False,master,False,False,True,1,1,False,32,62,Dutch,Rugby,False
x6946a,28,female,False,master,False,True,False,1,1,False,34,67,Dutch,Swimming,True
x6642e,23,female,True,bachelor,False,True,False,1,1,True,28,66,Dutch,Running,True
x6915a,25,male,False,master,False,True,False,1,1,True,31,70,Belgian,Swimming,True
x5975b,27,other,True,bachelor,False,False,False,2,1,False,36,61,Dutch,Tennis,False
x8828g,31,male,False,master,False,False,False,1,1,False,34,54,Dutch,Swimming,False
x6709g,22,female,False,master,False,True,False,2,1,True,32,68,Dutch,Tennis,True
x9205a,27,female,False,master,False,True,False,1,1,True,35,70,German,Chess,True
x7731c,27,male,False,master,False,True,False,1,1,True,27,65,Dutch,Football,True
x7929d,24,female,True,bachelor,True,True,False,2,1,True,38,66,Dutch,Tennis,False
x6579f,27,male,True,phd,True,False,False,3,1,False,30,55,Dutch,Football,False
x6939b,27,female,False,master,True,False,False,2,1,False,38,57,Dutch,Tennis,False
x2276d,23,female,False,bachelor,False,True,False,1,1,False,26,62,Dutch,Swimming,False
x4972b,30,male,False,bachelor,False,False,False,1,1,False,25,54,Dutch,Rugby,False
x6953a,27,male,False,bachelor,False,False,False,1,1,False,31,61,Dutch,Football,False
x4322a,28,female,False,bachelor,False,False,False,0,1,False,28,51,German,Rugby,False
x5817g,27,female,True,bachelor,False,True,False,2,1,False,20,63,Dutch,Tennis,False
x3570c,26,female,False,bachelor,False,True,False,1,1,True,29,68,German,Tennis,False
x4060b,25,male,False,master,False,False,True,2,1,False,32,56,Dutch,Rugby,False
x6502b,29,male,False,master,False,False,False,2,1,False,34,62,Dutch,Rugby,False
x2056e,26,female,False,bachelor,False,True,False,0,1,True,23,57,Dutch,Chess,False
x9631f,26,male,True,master,False,True,False,2,1,True,41,70,Dutch,Swimming,True
x2208a,24,male,True,bachelor,False,False,False,2,1,False,43,56,German,Swimming,False
x8268e,26,male,False,bachelor,True,False,False,2,1,False,28,55,Dutch,Football,False
x4015a,23,male,False,bachelor,True,True,False,2,1,False,34,69,Dutch,Running,True
x7689f,28,male,False,master,False,True,True,1,1,False,35,65,German,Golf,True
x1420d,25,male,False,master,False,True,False,1,1,True,30,69,German,Running,True
x3091e,26,male,False,bachelor,False,True,False,1,1,True,33,66,Dutch,Swimming,True
x3431a,24,male,True,master,False,True,False,2,1,True,24,71,Dutch,Tennis,True
x9923f,29,female,False,phd,False,False,True,0,1,False,44,61,Dutch,Rugby,False
x3958c,23,female,False,master,False,True,False,1,1,True,28,72,German,Swimming,True
x4359b,30,female,False,bachelor,True,False,True,2,1,False,36,58,Dutch,Rugby,False
x6900a,32,female,False,phd,False,False,True,2,1,False,28,61,German,Golf,False
x4503e,27,female,False,bachelor,False,True,False,1,1,True,31,65,Dutch,Cricket,True
x4599c,26,male,True,master,False,False,False,2,1,False,29,65,Dutch,Rugby,True
x8702e,22,female,False,bachelor,False,True,False,0,1,True,30,64,Dutch,Chess,False
x8552g,26,male,False,master,False,True,True,0,1,True,41,68,Dutch,Golf,False
x6442d,25,male,True,master,False,False,False,2,1,False,12,50,Dutch,Rugby,False
x9668b,26,male,False,bachelor,False,False,False,1,1,True,39,67,Dutch,Golf,True
x1670f,29,male,True,bachelor,True,False,False,3,1,False,29,56,German,Rugby,False
x8354e,27,male,False,master,False,False,True,1,1,False,21,55,Dutch,Football,False
x3058b,26,male,False,bachelor,False,True,False,1,1,True,38,68,Belgian,Tennis,False
x7980c,22,female,False,master,False,True,False,1,1,True,44,72,Belgian,Swimming,True
x7309e,31,female,False,master,False,False,True,1,1,False,24,59,Dutch,Cricket,False
x2937c,23,female,False,bachelor,False,True,False,0,1,True,26,64,Dutch,Chess,False
x6230d,28,female,False,master,False,True,False,1,1,True,42,73,Dutch,Swimming,True
x1032c,26,female,False,master,False,True,False,0,1,False,32,61,Dutch,Chess,False
x9004c,32,male,False,master,False,True,False,1,1,True,29,68,Dutch,Golf,True
x7012d,27,male,False,bachelor,False,False,False,2,1,False,27,53,Belgian,Rugby,False
x1855f,22,female,False,bachelor,False,False,False,2,1,False,25,61,Dutch,Tennis,False
x6537e,28,male,False,master,False,False,True,2,1,False,34,58,Dutch,Football,False
x1073c,29,other,True,master,False,False,False,2,1,False,36,62,Dutch,Football,False
x2713g,27,female,True,bachelor,True,True,False,2,1,True,36,68,German,Cricket,False
x6186b,28,male,False,master,False,False,False,2,1,False,28,54,Belgian,Football,False
x2483e,24,female,False,master,False,True,False,1,1,True,43,70,Dutch,Swimming,True
x8048d,21,female,False,phd,False,True,True,1,1,True,38,78,Dutch,Swimming,True
x3771d,24,female,False,bachelor,False,True,False,1,1,True,26,65,Dutch,Swimming,True
x9027a,23,female,False,master,False,True,True,0,1,False,24,64,Dutch,Chess,False
x5824d,26,female,False,bachelor,False,False,False,1,1,False,41,62,Dutch,Chess,False
x8674d,26,male,False,bachelor,False,False,False,2,1,False,25,61,Dutch,Football,False
x5180c,28,female,False,master,False,True,False,1,1,False,31,66,Dutch,Running,True
x7420d,30,male,False,master,False,False,True,0,1,False,34,64,Dutch,Golf,False
x7784f,24,male,False,master,True,False,False,2,1,False,27,56,Dutch,Rugby,False
x8993a,28,female,False,bachelor,True,True,False,2,1,True,28,67,Dutch,Tennis,True
x4413f,25,female,False,master,True,False,False,2,1,False,25,60,Dutch,Rugby,False
x1112e,29,female,True,master,True,False,False,3,1,False,40,57,Dutch,Rugby,False
x2408d,22,female,False,master,False,True,False,0,1,True,33,65,Dutch,Swimming,False
x4138g,22,male,False,master,False,True,False,1,1,True,30,71,Dutch,Football,True
x6463d,25,female,False,bachelor,True,False,False,1,1,False,22,61,Dutch,Swimming,False
x3522g,21,female,False,master,False,True,False,1,1,False,34,67,Dutch,Tennis,True
x8962f,24,female,False,master,False,True,False,0,1,True,38,66,Dutch,Chess,False
x3632e,24,male,True,master,True,False,True,3,1,False,27,51,Dutch,Football,False
x2438c,26,male,True,bachelor,True,False,False,2,1,False,24,50,Dutch,Swimming,False
x6665g,24,male,True,master,False,False,False,2,1,False,25,56,Dutch,Football,False
x5573c,26,male,False,bachelor,False,True,False,0,1,False,24,59,German,Swimming,False
x2521c,29,male,False,bachelor,False,False,False,2,1,False,31,55,Dutch,Rugby,False
x7148d,21,female,False,master,False,True,False,1,1,True,36,63,Dutch,Running,False
x1346g,29,male,True,master,True,False,False,3,1,False,23,63,Dutch,Football,False
x6390g,30,male,False,master,False,True,False,0,1,False,37,59,Dutch,Swimming,False
x4382c,28,female,False,bachelor,False,True,False,1,1,False,35,65,Dutch,Running,True
x8279a,27,male,False,bachelor,False,True,False,1,1,False,38,64,Dutch,Tennis,False
x3114a,26,male,False,bachelor,False,True,False,2,1,False,26,67,Belgian,Tennis,True
x6277f,26,male,False,master,False,True,False,1,1,False,25,64,Dutch,Cricket,False
x6650e,27,male,False,bachelor,False,False,False,1,1,False,26,55,Dutch,Rugby,False
x4416d,25,female,True,bachelor,False,False,False,2,1,False,34,63,Dutch,Football,False
x9934e,23,male,False,bachelor,False,True,False,1,1,True,39,62,Dutch,Tennis,False
x3610g,28,female,False,master,False,True,False,1,1,False,34,62,Dutch,Swimming,False
x8589g,23,male,False,bachelor,False,True,False,1,1,True,30,64,Dutch,Tennis,False
x7501b,27,male,False,phd,False,False,False,2,1,False,37,66,Dutch,Football,True
x7339g,29,female,False,bachelor,False,False,False,2,1,False,33,55,Dutch,Rugby,False
x3486f,23,female,False,bachelor,False,True,False,2,1,True,39,69,Dutch,Tennis,False
x7474a,26,female,False,bachelor,False,False,False,1,1,False,40,64,Dutch,Swimming,False
x5252f,32,other,False,phd,False,True,True,0,1,True,31,66,Dutch,Cricket,False
x4575b,28,female,False,master,False,True,False,1,1,True,42,69,Dutch,Football,True
x5788d,21,female,False,master,False,True,False,1,1,True,28,71,Dutch,Swimming,True
x7677a,25,male,True,bachelor,True,False,False,3,1,False,31,64,Dutch,Rugby,False
x3746g,27,female,False,bachelor,False,True,False,1,1,False,28,63,Dutch,Golf,False
x6198a,27,female,False,master,False,True,False,1,1,True,33,71,German,Rugby,True
x4433a,29,male,True,master,True,False,False,3,1,False,35,67,Dutch,Rugby,True
x7363g,30,male,False,master,False,True,True,1,1,False,33,66,Dutch,Cricket,True
x7802c,22,male,False,bachelor,False,False,False,2,1,False,27,60,Dutch,Tennis,False
x9228c,28,male,False,master,False,False,True,0,1,False,27,56,Dutch,Rugby,False
x8692g,31,female,False,master,False,True,False,2,1,True,33,67,Dutch,Cricket,True
x1704f,23,male,False,bachelor,False,True,False,2,1,True,24,70,Dutch,Swimming,False
x6113b,23,female,False,bachelor,False,False,False,1,1,False,30,56,Dutch,Tennis,False
x5817a,24,male,False,bachelor,True,False,False,2,1,False,25,61,Dutch,Rugby,False
x8801a,25,male,True,master,True,False,False,2,1,False,23,59,Dutch,Rugby,False
x2341a,25,male,False,bachelor,False,True,False,1,1,True,26,69,Belgian,Football,False
x1871g,21,female,False,bachelor,False,True,False,1,1,False,22,63,Dutch,Running,False
x1949b,26,male,False,master,False,True,False,1,1,False,37,68,Dutch,Football,True
x6002f,26,female,True,master,False,False,False,2,1,False,24,57,Belgian,Football,False
x7714b,24,female,False,master,False,True,True,0,1,True,43,68,Dutch,Chess,True
x7765a,21,male,False,bachelor,False,True,False,2,1,False,28,62,Dutch,Football,False
x1185b,27,male,False,bachelor,False,True,False,0,1,False,34,67,Dutch,Chess,False
x8751b,24,male,False,bachelor,False,False,False,2,1,False,34,65,Dutch,Football,True
x2936g,26,male,False,bachelor,True,True,False,2,1,True,36,71,Belgian,Running,False
x2212d,28,male,False,master,True,False,False,1,1,False,32,65,Dutch,Football,True
x5734c,30,male,False,master,False,False,True,1,1,False,27,67,Dutch,Rugby,True
x1191a,30,male,False,bachelor,False,True,True,1,1,False,39,65,Dutch,Golf,True
x8482e,23,female,False,bachelor,False,True,False,1,1,True,43,69,Dutch,Tennis,False
x1184f,28,female,False,master,False,True,False,1,1,True,25,67,Belgian,Chess,False
x2063e,24,female,False,bachelor,False,True,False,1,1,False,26,63,Dutch,Running,False
x1677c,22,female,False,bachelor,False,True,False,0,1,True,29,62,Dutch,Chess,False
x7415d,21,female,False,bachelor,False,False,True,1,1,False,25,60,Belgian,Running,False
x7229f,24,male,False,master,False,False,True,1,1,False,32,59,Belgian,Swimming,False
x5301b,21,male,False,bachelor,False,False,False,1,1,False,14,56,Dutch,Swimming,False
x8484a,26,female,False,master,False,True,False,1,1,True,50,69,Dutch,Chess,True
x8104e,22,female,False,master,False,True,False,1,1,True,40,69,Dutch,Cricket,True
x2931d,25,male,True,bachelor,True,False,False,2,1,False,27,53,Dutch,Football,False
x8226f,28,female,False,bachelor,False,True,False,0,1,True,36,63,Dutch,Swimming,False
x4440f,29,male,True,bachelor,True,False,False,2,1,False,32,54,Dutch,Rugby,False
x3079b,30,female,False,bachelor,False,False,False,2,1,False,28,62,Dutch,Rugby,False
x4993f,27,male,True,bachelor,True,False,False,3,1,False,24,58,German,Football,False
x3791e,23,female,False,master,False,True,False,0,1,True,21,63,Dutch,Swimming,False
x6937c,29,female,False,bachelor,False,False,False,1,1,False,34,60,Belgian,Rugby,False
x9642b,26,female,False,bachelor,False,True,False,1,1,False,30,60,Dutch,Tennis,False
x9127b,26,male,True,bachelor,True,False,False,3,1,False,22,60,Dutch,Tennis,False
x4648d,29,male,False,phd,False,False,True,1,1,False,24,58,Dutch,Cricket,False
x4753c,27,female,False,master,False,True,False,1,1,True,34,69,Dutch,Running,True
x3475d,22,male,True,bachelor,False,True,False,2,1,True,33,67,Dutch,Tennis,False
x2858g,24,male,True,bachelor,True,False,False,2,1,False,38,58,Dutch,Football,False
x2561g,27,male,False,master,False,True,False,0,1,False,25,65,Dutch,Cricket,False
x3616d,29,male,True,bachelor,False,False,False,2,1,False,28,51,Dutch,Football,False
x4217f,27,female,False,bachelor,False,False,False,1,1,False,38,63,Dutch,Rugby,False
x1431e,23,female,False,master,False,True,False,0,1,True,44,67,Dutch,Chess,False
x8407d,21,female,False,bachelor,False,False,False,2,1,True,27,59,Dutch,Tennis,False
x2720a,26,female,False,master,False,False,True,1,1,False,47,70,Dutch,Rugby,True
x4400a,22,male,False,master,False,True,False,1,1,True,37,70,Dutch,Golf,True
x6358e,28,female,False,bachelor,False,False,True,1,1,False,30,60,Dutch,Football,False
x6803b,21,female,False,master,False,True,False,1,1,True,34,70,Dutch,Chess,True
x1492d,24,female,False,bachelor,False,False,False,1,1,False,30,57,Dutch,Swimming,False
x1840c,26,male,False,bachelor,False,False,True,0,1,False,15,56,Dutch,Football,False
x4540g,24,male,False,master,True,False,True,2,1,False,33,61,Dutch,Tennis,False
x8793g,28,male,False,bachelor,False,True,False,2,1,False,33,65,Dutch,Swimming,True
x9804d,26,male,False,master,False,True,True,1,1,False,33,69,Dutch,Swimming,True
x3150g,24,male,True,bachelor,True,False,False,3,1,False,40,60,Dutch,Tennis,False
x3009b,25,female,False,bachelor,False,True,False,1,1,True,28,64,Dutch,Tennis,False
x2330g,28,male,True,master,True,False,False,2,1,False,25,55,Dutch,Rugby,False
x8831f,24,female,False,master,False,False,False,2,1,True,42,65,Belgian,Swimming,True
x5001f,28,male,False,master,False,True,False,1,1,True,30,69,Dutch,Cricket,True
x7241f,27,male,False,master,False,True,False,1,1,True,32,70,Dutch,Golf,True
x7671a,30,male,False,master,False,False,True,1,1,False,32,66,Belgian,Football,True
x8155b,32,male,False,bachelor,False,False,True,0,1,False,30,53,German,Swimming,False
x2852b,25,female,False,phd,False,True,True,1,1,True,38,75,Dutch,Chess,True
x2753g,27,male,False,bachelor,True,True,False,2,1,False,28,69,Dutch,Football,False
x4645c,28,female,False,phd,True,False,True,1,1,True,31,68,Dutch,Rugby,True
x8431b,23,female,False,master,False,True,False,0,1,True,29,66,Dutch,Chess,False
x7380g,25,female,False,master,False,True,False,0,1,True,34,69,Dutch,Running,False
x7002g,23,female,False,bachelor,False,True,False,1,1,True,35,67,Dutch,Golf,False
x8853e,25,male,True,bachelor,False,False,False,2,1,False,30,57,Dutch,Rugby,False
x7956e,30,male,True,master,True,False,False,3,1,False,18,55,Dutch,Football,False
x5027b,28,male,False,master,False,True,False,0,1,True,36,63,Dutch,Running,False
x3919f,25,female,False,bachelor,False,False,False,1,1,False,30,58,Dutch,Tennis,False
x5450e,25,male,False,bachelor,False,True,False,1,1,True,41,70,Dutch,Football,False
x7374b,27,male,True,bachelor,False,False,False,2,1,False,27,51,German,Football,False
x2524b,24,female,True,bachelor,False,False,False,2,1,False,35,59,Dutch,Swimming,False
x2785b,29,male,True,master,False,False,False,2,1,False,34,64,Dutch,Tennis,False
x3179c,25,female,False,bachelor,True,True,False,2,1,True,42,71,Dutch,Football,True
x1377g,23,female,False,bachelor,False,True,False,0,1,True,33,62,Dutch,Running,False
x2530f,30,male,True,bachelor,True,False,False,3,1,False,26,54,Dutch,Football,False
x8073b,23,male,True,bachelor,False,True,False,1,1,True,44,66,Belgian,Running,False
x7692f,28,male,False,master,False,True,False,2,1,True,40,72,Dutch,Football,True
x8567c,24,male,False,bachelor,False,False,False,2,1,False,26,48,Dutch,Rugby,False
x4485g,22,female,False,bachelor,False,False,False,1,1,False,23,59,German,Running,False
x1763f,24,male,True,master,True,False,False,3,1,False,23,59,Dutch,Rugby,False
x4259b,28,male,False,master,False,True,True,1,1,False,33,65,Dutch,Golf,False
x8297f,26,male,False,bachelor,False,True,False,2,1,True,32,63,German,Tennis,False
x2425f,26,male,True,master,True,False,False,3,1,False,26,60,Belgian,Football,False
x9823c,24,male,False,bachelor,False,True,False,1,1,False,29,57,Dutch,Football,False
x6058g,25,female,True,master,False,False,True,3,1,False,39,63,Dutch,Football,False
x8394g,30,male,False,master,False,False,False,2,1,False,36,66,Dutch,Rugby,True
x8852a,25,male,True,master,False,False,False,2,1,False,24,60,Belgian,Rugby,False
x8953c,26,male,False,bachelor,False,False,False,1,1,True,31,64,Dutch,Cricket,False
x6484c,32,male,False,phd,False,False,True,1,1,False,26,62,Dutch,Swimming,False
x5612g,22,female,False,master,False,True,False,1,1,True,32,69,German,Swimming,True
x5035a,25,female,False,master,False,True,True,1,1,False,29,63,Dutch,Chess,False
x7373a,30,female,True,bachelor,True,False,False,2,1,False,27,59,Dutch,Rugby,False
x6294c,26,female,False,bachelor,False,False,False,0,1,False,22,58,Dutch,Running,False
x4996c,32,female,False,master,False,False,True,0,1,False,25,53,Dutch,Swimming,False
x9789a,24,male,True,bachelor,True,False,False,3,1,False,25,56,Dutch,Tennis,False
x8583a,28,female,False,bachelor,False,True,False,1,1,False,14,59,Dutch,Running,False
x4100c,27,female,False,bachelor,False,True,False,1,1,True,43,66,Dutch,Swimming,True
x6097d,27,female,False,bachelor,False,True,False,1,1,True,39,68,Dutch,Cricket,True
x5831f,27,female,True,bachelor,False,False,True,2,1,False,23,50,Dutch,Football,False
x4252c,28,female,False,master,False,True,False,0,1,True,34,69,Dutch,Chess,False
x1752a,21,male,False,master,False,True,False,1,1,False,29,71,Dutch,Swimming,True
x2788d,30,male,False,master,False,False,True,1,1,False,38,60,Dutch,Rugby,False
x4621c,28,female,False,bachelor,False,True,False,2,1,False,41,64,Dutch,Running,False
x5129b,25,male,True,bachelor,True,False,False,2,1,False,28,56,German,Tennis,False
x4371g,21,female,False,bachelor,False,False,False,0,1,False,34,58,Dutch,Chess,False
x8883f,26,female,False,bachelor,False,False,False,0,1,False,28,55,Dutch,Running,False
x1368g,24,female,False,bachelor,False,False,False,2,1,False,24,62,Dutch,Football,False
x7352d,25,male,False,master,False,True,False,0,1,True,30,66,Dutch,Chess,False
x4536a,25,female,False,master,False,False,True,1,1,False,33,65,Dutch,Running,True
x8326b,24,male,True,bachelor,True,False,False,2,1,False,29,64,Dutch,Swimming,False
x8426b,26,male,False,bachelor,False,False,False,1,1,False,27,58,Dutch,Football,False
x2494a,26,male,True,master,True,False,False,3,1,False,30,61,Belgian,Rugby,False
